external_factor_name,scenario_id,scenario_group,candidate_name,dataset,snapshot_count,residual_energy_ratio_mean,residual_energy_ratio_p90,residual_energy_ratio_max,external_score_displacement_mean,external_gt_velocity_mean,external_gt_curvature_mean,auto_audit_flag_rate,residual_exceed_rate,mahalanobis_exceed_rate,score_range_exceed_rate
external_resource_supply,fit_single_external_resource_supply_-1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.04823610589746177,0.09234639644388459,0.09913731379620645,0.17396592339892386,0.025844709807787778,0.0011129130838761932,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_-0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.036474285437278806,0.07087560175002396,0.1095967634750624,0.17255304098271138,0.025384032599709776,0.0011373765106995684,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.05043189498388223,0.11361540236743815,0.16943680311205075,0.16916461898110643,0.024474718617156832,0.0012530348686551219,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.11057262565769208,0.2468863409118068,0.2893923039536116,0.16658374710464877,0.02395787135116479,0.0013114710709629177,0.02564102564102564,0.02564102564102564,0.0,0.0
external_demand,fit_single_external_demand_-1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.042690315593096766,0.08702726488915771,0.13419132614394932,0.17053853055824986,0.02495127793149626,0.0011823175378620954,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_-0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.040650437698618175,0.0839964800595794,0.13046752645135393,0.1709963125701894,0.024959522032509188,0.0011901175790104345,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.03590329815472034,0.08100493205634492,0.12755557903508133,0.17186456231994113,0.024980004707594077,0.001205320418900468,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.041588760069934644,0.0856912562743734,0.12991945914454572,0.17214755429057485,0.024964267017765832,0.001204098021156526,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.25,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.03517605866787261,0.08846834611804594,0.12985643809345912,0.17455903254555485,0.025552313561953536,0.001186615703685292,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.058109625235988935,0.12055671032289844,0.17560735732457639,0.1757452411266962,0.02570796191707526,0.0011991151089317546,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.75,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.0984974856682487,0.18940649044560154,0.25084464502363774,0.1762756342071783,0.025768814204422005,0.0012150339468546523,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.14641246002841193,0.2772852553987222,0.33876801369520276,0.17648073114211296,0.02575697590726751,0.0012626291553500878,0.07692307692307693,0.07692307692307693,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.25,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.04169189925060257,0.09070591457065935,0.13932710361433887,0.17188087559491583,0.02517439039068687,0.0011707774536169615,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.06382633380323886,0.13766653407199275,0.1915600393340658,0.1721766925591455,0.025346254272465136,0.0011493388976606068,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.75,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.0971050786760758,0.2115429644154716,0.26826781451980625,0.17247838817341865,0.025507654007950305,0.0011397386542021028,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.13473295789545964,0.29169588064157415,0.35121426814607903,0.1728197844914859,0.02566078489484907,0.0011394394415329791,0.1282051282051282,0.1282051282051282,0.0,0.0
external_shock,fit_single_external_shock_0.25,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.03312592953135851,0.06707930457730271,0.10378140034672217,0.16717333761227027,0.02443394173470718,0.001146474703372063,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.0483676758202309,0.09426062659500765,0.09796958466331016,0.16431878729532126,0.024082355804628117,0.00117058825258501,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.75,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.09605993006091311,0.1679146090424016,0.17776065110244313,0.16312666006489146,0.024523489534317842,0.0016614653016961583,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.15011002802953016,0.3111655776222933,0.35839159367408446,0.1657692820866852,0.02649482764097046,0.002332592572107034,0.15384615384615385,0.15384615384615385,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.25,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.046521619612464336,0.09972147250982032,0.1504693588464386,0.17157054380896866,0.02510833927591035,0.0011736785832810843,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.50,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.07129419146384743,0.1580950326780486,0.20970534308597674,0.1718329192131209,0.025255696811171773,0.001155994880330497,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.75,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.10385888547148901,0.2299037664285343,0.2855213462604178,0.17234594164225203,0.025422846928502166,0.001148601042093216,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_1.00,single_sustained_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.1385775921943368,0.30183294396377763,0.36159653975094747,0.17298926419039473,0.02558888645491108,0.001149052749254809,0.15384615384615385,0.15384615384615385,0.0,0.0
external_shock,fit_pulse_external_shock_t4,pulse_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.03607048886354088,0.07381028466057331,0.13559944703210242,0.17034683549774174,0.024738479906598086,0.0015649109302372502,0.0,0.0,0.0,0.0
external_information_noise,fit_pulse_external_information_noise_t4,pulse_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.036602513728070364,0.08067515168706771,0.12560882602289614,0.17176527974090325,0.025073933383094407,0.0012135433066355196,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_pulse_external_constraint_pressure_t4,pulse_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.038360321157121326,0.08312269945694666,0.133980903233513,0.1718626713924251,0.025053019658802255,0.0013335760790776279,0.0,0.0,0.0,0.0
external_resource_supply,fit_reversal_resource_supply,reversal_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.09052051140718914,0.24012554144340365,0.2893923039536116,0.16776108827740602,0.024502562771886546,0.0011752704641649894,0.02564102564102564,0.02564102564102564,0.0,0.0
external_demand,fit_reversal_demand,reversal_factor,sqrt_static_pca_10_external_envelope,fit_external,39,0.03451582870252242,0.0856912562743734,0.12991945914454572,0.1721701408917258,0.025039911018852886,0.00120914839043192,0.0,0.0,0.0,0.0
external_competition_pressure+external_information_noise,fit_competition_plus_noise,compound_pressure,sqrt_static_pca_10_external_envelope,fit_external,39,0.1161335013380844,0.2181125968957489,0.29179613378978003,0.1786066305253877,0.026449381742169056,0.001196491803694071,0.05128205128205128,0.05128205128205128,0.0,0.0
external_shock+external_constraint_pressure,fit_shock_plus_constraint,compound_pressure,sqrt_static_pca_10_external_envelope,fit_external,39,0.1531553610476142,0.3089362539551129,0.34742518573386943,0.16723292564341422,0.025919133289627964,0.001892198290183544,0.20512820512820512,0.20512820512820512,0.0,0.0
external_resource_supply+external_demand,fit_scarcity_plus_demand,compound_pressure,sqrt_static_pca_10_external_envelope,fit_external,39,0.04382343229534526,0.0760670509861773,0.09582919924727608,0.17300897734477413,0.02539612508610564,0.0011583069140724883,0.0,0.0,0.0,0.0
external_competition_pressure,holdout_unseen_intensity_competition,unseen_factor_intensity,sqrt_static_pca_10_external_envelope,holdout_external,26,0.20485340367845073,0.4761679164638246,0.4968189405102858,0.17415671910036992,0.0255269421362927,0.0011223758563614966,0.3076923076923077,0.3076923076923077,0.0,0.0
external_information_noise,holdout_unseen_intensity_noise,unseen_factor_intensity,sqrt_static_pca_10_external_envelope,holdout_external,26,0.20944748416507847,0.46223033815844994,0.5309057146903107,0.1704605541987567,0.025200324085896786,0.0010635291743013827,0.2692307692307692,0.2692307692307692,0.0,0.0
external_shock+external_constraint_pressure,holdout_stronger_shock,stronger_shock,sqrt_static_pca_10_external_envelope,holdout_external,26,0.2894316652569709,0.5848470560780966,0.6423832294830276,0.16703789749385078,0.027230092541355364,0.0023470589969253855,0.38461538461538464,0.38461538461538464,0.0,0.0
external_constraint_pressure,holdout_long_sustained_constraint,longer_sustained_factor,sqrt_static_pca_10_external_envelope,holdout_external,42,0.18613110277016828,0.38162238782704266,0.562020714657701,0.2670264579508468,0.024001958937696983,0.0009821744270097949,0.5714285714285714,0.19047619047619047,0.0,0.38095238095238093
external_resource_supply,holdout_delayed_reversal_resource,different_reversal_timing,sqrt_static_pca_10_external_envelope,holdout_external,26,0.23668084963273325,0.4640593528996532,0.5737068629395572,0.16490920664782735,0.023889665728213598,0.001168971089182372,0.2692307692307692,0.2692307692307692,0.0,0.0
external_shock,holdout_late_pulse_shock,different_pulse_timing,sqrt_static_pca_10_external_envelope,holdout_external,26,0.17651568539961715,0.43754061118448473,0.4766475485058119,0.1697803232845586,0.024809196229007218,0.0015082387208701779,0.15384615384615385,0.15384615384615385,0.0,0.0
external_information_noise+external_constraint_pressure,holdout_compound_unseen,unseen_compound_combination,sqrt_static_pca_10_external_envelope,holdout_external,26,0.21622849023525412,0.478864878503218,0.551924705422781,0.17163863930439055,0.025562909856136743,0.0010433938221320169,0.3076923076923077,0.3076923076923077,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_-1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.04478014755310753,0.08656208615028663,0.088268076301501,0.17407971676026748,0.026055940690154503,0.0016177628860027822,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_-0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03226474108022811,0.06635539357299532,0.09874386818604304,0.17265998675383776,0.025471877058883787,0.0015317560757712226,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03751797337437201,0.0884795740510672,0.1374443535761469,0.16949601440653203,0.024586041481193366,0.0013572457717854086,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.08776742782679721,0.19663524763390172,0.23016185778984338,0.16712514820949279,0.024104347696884687,0.0013999883584471713,0.15384615384615385,0.15384615384615385,0.0,0.0
external_demand,fit_single_external_demand_-1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03730664821029544,0.08310161005435063,0.12865446540567377,0.17069543654772812,0.0250715208568305,0.0013326581556266843,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_-0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03369531658943217,0.07651538527434426,0.12056612421110882,0.17118549697142077,0.025070544667132186,0.001347727415508735,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03073478884006249,0.07507769599747442,0.11350786665814759,0.17205147519722486,0.025033544022237245,0.0013782571856099067,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03627688056571232,0.07728131758772111,0.11573525263455657,0.17237711158497512,0.02501944737055795,0.0013340114586263823,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.25,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.032153957644653945,0.0775257820732692,0.11509236673015406,0.17469935174038226,0.02560874971836566,0.001432042854489798,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.040087535699175135,0.0892602334077322,0.1307822038043729,0.1762273849783796,0.025931039052808018,0.0015038825365620788,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.75,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.05124255777349273,0.11224606072380722,0.1556074034050183,0.1774318942160384,0.0262418156762144,0.0015395602322291712,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.06384823519933014,0.1378077152061046,0.18397114597301129,0.17850018522541314,0.026452984364551693,0.0015915235557429454,0.07692307692307693,0.07692307692307693,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.25,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.02699242203838014,0.06532740037361019,0.09582827984075554,0.17221948580037932,0.02525299088243018,0.001384025586836208,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03726505692852758,0.0707301143730222,0.10660316266862452,0.17272541550989076,0.02545173425313756,0.0014132520218397171,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.75,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.057053761672622334,0.10860746831242628,0.14000532220230072,0.1732830403168485,0.025659580231793714,0.0014350490145618826,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.08211678183256399,0.15877667982875165,0.18679253545868038,0.1739021737148828,0.025869698271951617,0.0014548835387086434,0.1282051282051282,0.1282051282051282,0.0,0.0
external_shock,fit_single_external_shock_0.25,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.028943414915202605,0.06134431170173668,0.09731043883881534,0.16727067226595743,0.02457906187222981,0.0015705063538493077,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.032171091415947435,0.06642601970399917,0.0919109251404812,0.16465424736000936,0.02450701842386832,0.0016506121716812934,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.75,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03734033335776285,0.0843225556171441,0.09538246259648313,0.16415441219561944,0.025169843311626586,0.00204622596393084,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.04328146433683214,0.09936543462414893,0.10753775347059014,0.16757656475022537,0.02716517448400893,0.0026207299643400375,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.25,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.029863553854254092,0.08277202758517198,0.12580259118723353,0.1718546602135751,0.025244886765832066,0.001410680090945463,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.50,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.0405060293021979,0.10413682375015268,0.1593389889363865,0.1722839739394095,0.025467612273276465,0.0014488382769266008,0.02564102564102564,0.02564102564102564,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_0.75,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.057389051986458495,0.13391862998566537,0.2040989075113308,0.17302512363776398,0.025725252991075784,0.0014771615176103357,0.07692307692307693,0.07692307692307693,0.0,0.0
external_constraint_pressure,fit_single_external_constraint_pressure_1.00,single_sustained_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.07586184136363025,0.17107878875472962,0.24805665507155106,0.17395867167321272,0.025993860135850966,0.001499055490180791,0.23076923076923078,0.23076923076923078,0.0,0.0
external_shock,fit_pulse_external_shock_t4,pulse_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03223729657351559,0.07087887311744331,0.13387342161083757,0.17046394156540806,0.024833320924641737,0.0021527955336727994,0.0,0.0,0.0,0.0
external_information_noise,fit_pulse_external_information_noise_t4,pulse_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.027233324171486516,0.06785807883507404,0.10304909224921625,0.172001596933221,0.02515188741336893,0.0014597503534441384,0.0,0.0,0.0,0.0
external_constraint_pressure,fit_pulse_external_constraint_pressure_t4,pulse_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.029591952301964326,0.07404351747825835,0.12787036426576737,0.17207236378427146,0.02516628275173206,0.0017294905038477343,0.0,0.0,0.0,0.0
external_resource_supply,fit_reversal_resource_supply,reversal_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.07218084364456441,0.1915331299794063,0.23016185778984338,0.1681650344257659,0.024585912620305947,0.0014654799126487328,0.15384615384615385,0.15384615384615385,0.0,0.0
external_demand,fit_reversal_demand,reversal_factor,sqrt_static_pca_12_external_envelope,fit_external,39,0.03063248644633279,0.07728131758772111,0.11573525263455657,0.17232447841749193,0.025086167304276506,0.0013118294523248991,0.0,0.0,0.0,0.0
external_competition_pressure+external_information_noise,fit_competition_plus_noise,compound_pressure,sqrt_static_pca_12_external_envelope,fit_external,39,0.04088952009388294,0.08840767160842072,0.12122464016894896,0.1804742787744548,0.02703452893140035,0.001578460916014007,0.0,0.0,0.0,0.0
external_shock+external_constraint_pressure,fit_shock_plus_constraint,compound_pressure,sqrt_static_pca_12_external_envelope,fit_external,39,0.03980237924163626,0.0915525836717471,0.132308961489573,0.16901332429622157,0.026636341592468433,0.0022331438306343247,0.0,0.0,0.0,0.0
external_resource_supply+external_demand,fit_scarcity_plus_demand,compound_pressure,sqrt_static_pca_12_external_envelope,fit_external,39,0.04068164008171267,0.0708454835949238,0.08660788112657564,0.17317499647537304,0.025504612669711556,0.001523285748266665,0.0,0.0,0.0,0.0
external_competition_pressure,holdout_unseen_intensity_competition,unseen_factor_intensity,sqrt_static_pca_12_external_envelope,holdout_external,26,0.17672628933105847,0.4318287956732185,0.4522591883567874,0.1748457792638347,0.025844074169876066,0.0014429766384278498,0.38461538461538464,0.38461538461538464,0.0,0.0
external_information_noise,holdout_unseen_intensity_noise,unseen_factor_intensity,sqrt_static_pca_12_external_envelope,holdout_external,26,0.1800112273470528,0.4199590195042858,0.44837368581839016,0.17106077993606184,0.025317245464090695,0.0013459108618203723,0.38461538461538464,0.38461538461538464,0.0,0.0
external_shock+external_constraint_pressure,holdout_stronger_shock,stronger_shock,sqrt_static_pca_12_external_envelope,holdout_external,26,0.17915945989709212,0.3872006378274827,0.4845639322368784,0.1691000151856517,0.027899272705972103,0.0026558987497707753,0.38461538461538464,0.38461538461538464,0.0,0.0
external_constraint_pressure,holdout_long_sustained_constraint,longer_sustained_factor,sqrt_static_pca_12_external_envelope,holdout_external,42,0.1427112436803045,0.30371123768678676,0.5080561858459582,0.2689566085803508,0.02461477458828451,0.001305560982918465,0.6190476190476191,0.23809523809523808,0.023809523809523808,0.38095238095238093
external_resource_supply,holdout_delayed_reversal_resource,different_reversal_timing,sqrt_static_pca_12_external_envelope,holdout_external,26,0.21566966206701366,0.4385830922303324,0.5235230347264723,0.1653808434764586,0.02399849507351866,0.0013284175582759191,0.5,0.5,0.0,0.0
external_shock,holdout_late_pulse_shock,different_pulse_timing,sqrt_static_pca_12_external_envelope,holdout_external,26,0.17132097275802202,0.4329802466917996,0.46708316269373756,0.16990722237054603,0.024900849256409903,0.002021060705449247,0.38461538461538464,0.38461538461538464,0.0,0.0
external_information_noise+external_constraint_pressure,holdout_compound_unseen,unseen_compound_combination,sqrt_static_pca_12_external_envelope,holdout_external,26,0.19597351120364317,0.46513762037793827,0.5127814563733992,0.1719709174679075,0.025723463821121006,0.0014059786020350269,0.4230769230769231,0.4230769230769231,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_-1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.015446556367482937,0.03276981514248424,0.03839430801180931,0.17524269745795049,0.026619868043909145,0.002281728473004318,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_-0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.006756749901490857,0.013369701124347379,0.01511864947290525,0.17375175934489168,0.026031887118790033,0.002080952552423283,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.01082963127160103,0.017844816802054735,0.022850423091586303,0.1707821454588936,0.024985700032234347,0.0018198145731894188,0.0,0.0,0.0,0.0
external_resource_supply,fit_single_external_resource_supply_+1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.01968947631736336,0.03320849185258537,0.03511938959752706,0.16921810390855577,0.0246584528738196,0.0018194283412613932,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_-1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.012872196947049296,0.02326501612685622,0.02417311416451626,0.17188175258283458,0.025432743404986347,0.0017578945391442812,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_-0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.010010798656361683,0.016190630803284145,0.0182076321965154,0.17233152196575097,0.025464336047985498,0.0017998765538494344,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.006889636610729491,0.012720190814008565,0.01665094467650533,0.1732053898417926,0.025498662505560786,0.0018617085523979003,0.0,0.0,0.0,0.0
external_demand,fit_single_external_demand_+1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.011917780746778519,0.022351398299335138,0.025761659202328754,0.17358195714606608,0.025427616480711537,0.001770075919256723,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.25,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.00887828722397264,0.019323228852966577,0.020490775147367957,0.1758324764862509,0.026074300472484317,0.0019167772318324301,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.011237277137058957,0.02852184088531204,0.03255257410834001,0.17748076601601584,0.02641333719473395,0.0019777263077444735,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_0.75,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.013601112777348639,0.042480910928397494,0.043677872401871896,0.17888061683834602,0.026728098716736773,0.0020174848511941993,0.0,0.0,0.0,0.0
external_competition_pressure,fit_single_external_competition_pressure_1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.01648868746865242,0.0508334590714838,0.05971665294946745,0.18018832207134097,0.026959743683056307,0.0020359695978911605,0.15384615384615385,0.15384615384615385,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.25,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.0065497990661031276,0.013708669036630006,0.018677484993638957,0.1732412000073203,0.02574174349258165,0.0018877892768893389,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.007313745823575952,0.01715148314583135,0.02263338418912494,0.17385914186197823,0.02601566470409348,0.0019223554601408206,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_0.75,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.009223539836177668,0.022498813495717834,0.029209423880088348,0.17469249567397357,0.026316112321699458,0.00194939183717295,0.0,0.0,0.0,0.0
external_information_noise,fit_single_external_information_noise_1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.011740753191918057,0.027168509788816075,0.03607951763220578,0.17571408181008177,0.02663005206863686,0.001982529458038878,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.25,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.009574244708630796,0.017998848938247995,0.01927187254769708,0.16828218694759564,0.024976994728786422,0.0019949909675722652,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.50,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.014620004023348222,0.031859872834197875,0.03976120947002726,0.16568325902305933,0.024869155405168954,0.002045688928549961,0.0,0.0,0.0,0.0
external_shock,fit_single_external_shock_0.75,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.016490431370815246,0.05095536494056255,0.05582156502366625,0.16532960079285533,0.025511185543371197,0.0024193302424361587,0.15384615384615385,0.15384615384615385,0.0,0.0
external_shock,fit_single_external_shock_1.00,single_sustained_factor,sqrt_static_pca_15_external_envelope,fit_external,39,0.017983268053857464,0.04903274826208105,0.06326401243161897,0.1689290163714794,0.02745982186853846,0.00295996582955247,0.15384615384615385,0.15384615384615385,0.0,0.0
