seed,scenario,t,candidate_axis_id,candidate_rank,entity_id,ot_id,axis_type,generated_from,source_signal_strength,confidence,ambiguity,noise_risk,topology_break_risk_prior,pre_sandbox_score,candidate_status,sandbox_required,verified_by_sandbox,passed_to_action_projection,unverified_candidate_can_pass,uses_gk_summary,uses_ot_exploration_view,uses_residual_noise_log,uses_shadow_parameter_state,exploration_generates_pressure,exploration_updates_parameter_box,exploration_writes_world,exploration_writes_gk,exploration_writes_ot,expected_effect,evidence_basis,exploration_contract,loop_step,run_seed,run_scenario,exploration_candidate_id,action_channel,target_need,graph_object_id,v8_requested,v8_confidence,v8_conflict,v8_unresolved,v8_support_contract,zero_source_audit_row,local_audit_role,local_audit_stage,local_audit_contract,v8_support_status,source_rows_audited,source_fingerprint,v8_is_gk_generator,v8_is_upper_formal_input,v8_generates_pressure,v8_updates_parameter_box,v8_calls_actionmodule,v8_writes_world,v8_writes_gk,v8_writes_ot,v8_writes_canonical_parameter,local_audit_writeback_performed,local_audit_passed,exploration_candidate_local_audit,exploration_projection_created_by_local_audit,exploration_action_created_by_local_audit,sidecar_compression_by_local_audit
1805,relation_lock,0,EXP_t0_E009_01_d61eb6,1,E009,OT_GO_E009,residual_gap_axis,residual_noise_ledger,0.496697,0.663275,0.447143,0.452845,0.595367,0.56745,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E009; signal=0.497; noise=0.453; topology=0.595,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,0,1805,relation_lock,EXP_t0_E009_01_d61eb6,exploration_probe,0.56745,GO_E009,True,0.3285016523338516,0.39723603936213087,0.5626873895790284,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,6aa4a0f4ea82be1d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,0,EXP_t0_E021_02_ec5d14,2,E021,OT_GO_E021,residual_gap_axis,residual_noise_ledger,0.487863,0.651371,0.437042,0.496907,0.637929,0.552963,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E021; signal=0.488; noise=0.497; topology=0.638,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,0,1805,relation_lock,EXP_t0_E021_02_ec5d14,exploration_probe,0.552963,GO_E021,True,0.3200194528232778,0.48827195077092583,0.5896064249094659,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,6aa4a0f4ea82be1d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,0,EXP_t0_E010_03_b2aab8,3,E010,OT_GO_E010,residual_gap_axis,residual_noise_ledger,0.465923,0.651904,0.411305,0.455846,0.618159,0.535296,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E010; signal=0.466; noise=0.456; topology=0.618,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,0,1805,relation_lock,EXP_t0_E010_03_b2aab8,exploration_probe,0.535296,GO_E010,True,0.3357048696743154,0.45317223234318416,0.5425305229856138,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,6aa4a0f4ea82be1d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,0,EXP_t0_E020_04_21b685,4,E020,OT_GO_E020,residual_gap_axis,residual_noise_ledger,0.464022,0.645781,0.413532,0.483133,0.607535,0.531743,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E020; signal=0.464; noise=0.483; topology=0.608,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,0,1805,relation_lock,EXP_t0_E020_04_21b685,exploration_probe,0.531743,GO_E020,True,0.33507367138530414,0.4594418235989117,0.5896962545389459,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,6aa4a0f4ea82be1d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,0,EXP_t0_E007_05_d18f85,5,E007,OT_GO_E007,residual_gap_axis,residual_noise_ledger,0.456607,0.650726,0.397354,0.445431,0.628383,0.526302,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E007; signal=0.457; noise=0.445; topology=0.628,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,0,1805,relation_lock,EXP_t0_E007_05_d18f85,exploration_probe,0.526302,GO_E007,True,0.3400200160844005,0.4556551314117911,0.536911233772066,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,6aa4a0f4ea82be1d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,0,EXP_t0_E011_06_7562de,6,E011,OT_GO_E011,residual_gap_axis,residual_noise_ledger,0.449969,0.652229,0.391941,0.4263,0.568558,0.524186,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E011; signal=0.450; noise=0.426; topology=0.569,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,0,1805,relation_lock,EXP_t0_E011_06_7562de,exploration_probe,0.524186,GO_E011,True,0.3756616955923323,0.3646213033582782,0.5509621804096071,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,6aa4a0f4ea82be1d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,1,EXP_t1_E021_01_39b12e,1,E021,OT_GO_E021,residual_gap_axis,residual_noise_ledger,0.51244,0.653745,0.460447,0.528045,0.665365,0.574489,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E021; signal=0.512; noise=0.528; topology=0.665,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,1,1805,relation_lock,EXP_t1_E021_01_39b12e,exploration_probe,0.574489,GO_E021,True,0.30922734533829777,0.5215814453655571,0.617620693661289,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,307eff8ed99ac923,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,1,EXP_t1_E011_02_cd7239,2,E011,OT_GO_E011,residual_gap_axis,residual_noise_ledger,0.494331,0.663292,0.439986,0.448618,0.570867,0.567459,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E011; signal=0.494; noise=0.449; topology=0.571,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,1,1805,relation_lock,EXP_t1_E011_02_cd7239,exploration_probe,0.567459,GO_E011,True,0.3509734437612774,0.35249965732646893,0.5845621946236838,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,307eff8ed99ac923,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,1,EXP_t1_E009_03_c49cbc,3,E009,OT_GO_E009,residual_gap_axis,residual_noise_ledger,0.484459,0.660259,0.423514,0.446505,0.634513,0.554574,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E009; signal=0.484; noise=0.447; topology=0.635,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,1,1805,relation_lock,EXP_t1_E009_03_c49cbc,exploration_probe,0.554574,GO_E009,True,0.3340773580079765,0.4407112996107563,0.5369609600609059,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,307eff8ed99ac923,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,1,EXP_t1_E017_04_53c136,4,E017,OT_GO_E017,residual_gap_axis,residual_noise_ledger,0.460894,0.656599,0.404532,0.423568,0.566512,0.536244,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E017; signal=0.461; noise=0.424; topology=0.567,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,1,1805,relation_lock,EXP_t1_E017_04_53c136,exploration_probe,0.536244,GO_E017,True,0.3637246366354524,0.358379528519549,0.5461425546968356,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,307eff8ed99ac923,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,1,EXP_t1_E014_05_766129,5,E014,OT_GO_E014,residual_gap_axis,residual_noise_ledger,0.4613,0.650004,0.382927,0.457257,0.625894,0.530986,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E014; signal=0.461; noise=0.457; topology=0.626,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,1,1805,relation_lock,EXP_t1_E014_05_766129,exploration_probe,0.530986,GO_E014,True,0.4098431655603233,0.41337686392659106,0.5731436097877761,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,307eff8ed99ac923,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,1,EXP_t1_E004_06_e40961,6,E004,OT_GO_E004,residual_gap_axis,residual_noise_ledger,0.455379,0.649001,0.391854,0.451911,0.536237,0.529976,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E004; signal=0.455; noise=0.452; topology=0.536,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,1,1805,relation_lock,EXP_t1_E004_06_e40961,exploration_probe,0.529976,GO_E004,True,0.395299083284268,0.338790486285883,0.5934061813394512,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,307eff8ed99ac923,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,2,EXP_t2_E011_01_6f7292,1,E011,OT_GO_E011,residual_gap_axis,residual_noise_ledger,0.517601,0.672318,0.465505,0.44421,0.559255,0.591243,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E011; signal=0.518; noise=0.444; topology=0.559,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,2,1805,relation_lock,EXP_t2_E011_01_6f7292,exploration_probe,0.591243,GO_E011,True,0.3567273094020487,0.3154514669636732,0.5832901961070357,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,d9030893d51084c8,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,2,EXP_t2_E004_02_2a647e,2,E004,OT_GO_E004,residual_gap_axis,residual_noise_ledger,0.510676,0.663851,0.452637,0.47443,0.523201,0.583703,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E004; signal=0.511; noise=0.474; topology=0.523,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,2,1805,relation_lock,EXP_t2_E004_02_2a647e,exploration_probe,0.583703,GO_E004,True,0.37770825912388,0.3001570648385259,0.6305928330694998,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,d9030893d51084c8,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,2,EXP_t2_E021_03_52b589,3,E021,OT_GO_E021,residual_gap_axis,residual_noise_ledger,0.511001,0.652829,0.465345,0.530107,0.665562,0.572455,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E021; signal=0.511; noise=0.530; topology=0.666,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,2,1805,relation_lock,EXP_t2_E021_03_52b589,exploration_probe,0.572455,GO_E021,True,0.2909271124255635,0.537287744237751,0.6136428161022135,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,d9030893d51084c8,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,2,EXP_t2_E009_04_539439,4,E009,OT_GO_E009,residual_gap_axis,residual_noise_ledger,0.484103,0.659658,0.426416,0.44889,0.620589,0.554303,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E009; signal=0.484; noise=0.449; topology=0.621,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,2,1805,relation_lock,EXP_t2_E009_04_539439,exploration_probe,0.554303,GO_E009,True,0.33753638797215413,0.4278126531784152,0.5456365859300352,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,d9030893d51084c8,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,2,EXP_t2_E017_05_8c90f7,5,E017,OT_GO_E017,residual_gap_axis,residual_noise_ledger,0.479453,0.664021,0.41405,0.41894,0.595007,0.553329,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E017; signal=0.479; noise=0.419; topology=0.595,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,2,1805,relation_lock,EXP_t2_E017_05_8c90f7,exploration_probe,0.553329,GO_E017,True,0.3748667337567614,0.3534612270093018,0.5444792071350938,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,d9030893d51084c8,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,2,EXP_t2_E007_06_4bc947,6,E007,OT_GO_E007,residual_gap_axis,residual_noise_ledger,0.467356,0.659346,0.406113,0.421143,0.602301,0.540691,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E007; signal=0.467; noise=0.421; topology=0.602,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,2,1805,relation_lock,EXP_t2_E007_06_4bc947,exploration_probe,0.540691,GO_E007,True,0.35595334415662633,0.3808465480736922,0.5462191886996732,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,d9030893d51084c8,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,3,EXP_t3_E011_01_a5c38f,1,E011,OT_GO_E011,residual_gap_axis,residual_noise_ledger,0.544985,0.67848,0.49418,0.461326,0.573505,0.616504,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E011; signal=0.545; noise=0.461; topology=0.574,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,3,1805,relation_lock,EXP_t3_E011_01_a5c38f,exploration_probe,0.616504,GO_E011,True,0.33773739625377747,0.3216706558603679,0.6092364880614337,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,3b74c3163d33dd5d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,3,EXP_t3_E021_02_87742f,2,E021,OT_GO_E021,residual_gap_axis,residual_noise_ledger,0.549458,0.662364,0.513044,0.549733,0.698018,0.607678,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E021; signal=0.549; noise=0.550; topology=0.698,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,3,1805,relation_lock,EXP_t3_E021_02_87742f,exploration_probe,0.607678,GO_E021,True,0.23716420975739247,0.5841668650902927,0.6102611532848746,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,3b74c3163d33dd5d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,3,EXP_t3_E007_03_fd6805,3,E007,OT_GO_E007,residual_gap_axis,residual_noise_ledger,0.527513,0.672247,0.470886,0.461913,0.644579,0.595431,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E007; signal=0.528; noise=0.462; topology=0.645,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,3,1805,relation_lock,EXP_t3_E007_03_fd6805,exploration_probe,0.595431,GO_E007,True,0.31486266859324114,0.410605270235531,0.5957534504791646,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,3b74c3163d33dd5d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,3,EXP_t3_E004_04_1f6fd4,4,E004,OT_GO_E004,residual_gap_axis,residual_noise_ledger,0.508437,0.663666,0.444821,0.471437,0.558436,0.5799,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E004; signal=0.508; noise=0.471; topology=0.558,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,3,1805,relation_lock,EXP_t3_E004_04_1f6fd4,exploration_probe,0.5799,GO_E004,True,0.38263250100384383,0.32171704689957686,0.6327165858723531,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,3b74c3163d33dd5d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1805,relation_lock,3,EXP_t3_E009_05_1baa2d,5,E009,OT_GO_E009,residual_gap_axis,residual_noise_ledger,0.504505,0.668253,0.449897,0.441617,0.606718,0.57594,ready_for_sandbox,True,False,False,False,True,True,True,True,False,False,False,False,False,candidate-only: test whether a local exploration axis could reduce residual/unresolved tension without breaking topology,O_t exploration view + retained noise ledger; entity=E009; signal=0.505; noise=0.442; topology=0.607,Task7_exploration_candidate_generation__candidate_only_no_pressure_no_action_no_parameter_update__RC1,3,1805,relation_lock,EXP_t3_E009_05_1baa2d,exploration_probe,0.57594,GO_E009,True,0.3265070894378914,0.39934828129097993,0.537414276789757,local_support_only__not_upper_formal_input__noncompressed_RC1,False,exploration_v8_audit,v8_local_support_audit,Task8_v8_local_audit_only__not_GK_generator__not_upper_formal_input__no_writeback__RC1,pass,6,3b74c3163d33dd5d,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
